"","Airline","FareVar","FareSD","CorFareDifnDays"
"464","UK",1132963.16704571,1064.40742530561,-0.419849333343998
"465","UK",12273072.3341465,3503.29449720496,-0.116973187660868
"466","9W",1550179.77573222,1245.06215737698,-0.379612254165425
"467","9W",3118693.89220246,1765.98241559832,-0.305137804870439
"468","9W",239136.333333333,489.015678003613,1
"469","9W",208727.319156997,456.866850577931,-0.509928078297313
"470","9W",131164.431578947,362.166303759678,-0.348806324600651
"471","9W",343235.515777395,585.863052067115,-0.627860446313587
"472","AI",165132.93015873,406.365513003663,-0.474356078228237
"473","AI",1547041.25285714,1243.80113075087,-0.595885625377861
"474","AI",215717.23396988,464.45369410726,-0.456090179434808
"475","AI",185595.128813559,430.807531054831,-0.631110283182906
"476","AI",543260.726153846,737.062226785396,-0.0380232163503465
"477","AI",76996.4505175984,277.482342713187,-0.317606155306976
"478","UK",4309490.33333333,2075.93119667616,-0.73381413262193
"479","UK",4711417.65810105,2170.58002803422,-0.358848988223835
"480","UK",717497.021538462,847.05195917279,-0.00665410495089196
"481","UK",524933.842610063,724.523182934862,-0.178484521117367
"482","UK",578662.613796199,760.698766790245,-0.331599181889971
"483","9W",431394.813483324,656.80652667534,-0.400704799514249
"484","9W",802579.141252558,895.867814609141,-0.248154274447304
"485","AI",2898969.14346988,1702.63593979156,-0.352904423825231
"486","AI",5723712.28753299,2392.42811543691,-0.349334132175021
"487","AI",919618.540948188,958.967434769392,-0.472333227493098
"488","9W",1133475.51203914,1064.64806957,-0.225082822458687
"489","AI",19092.5366097293,138.175745374249,0.402437193193913
"490","AI",121987.409433257,349.266960122564,-0.247270681441794
"491","AI",108956.251411453,330.085218407994,-0.0121010531838388
"492","AI",221508.901408451,470.647321684136,-0.0136875238883926
"493","UK",1067209.26437282,1033.05820957622,-0.0752979590635859
"494","UK",429193.954655295,655.128960324069,0.281931492326503
"495","9W",140133.274315667,374.343791608285,0.113320323011113
"496","9W",486845.292102271,697.742998604981,-0.100332444317295
"497","9W",1699524.12506739,1303.65797856163,0.383861117685906
"498","AI",602721.377397071,776.35132343358,0.0313876765585374
"499","AI",2972691.92440705,1724.14962355564,0.0123634878647834
"500","AI",1444672.80718528,1201.94542604283,-0.0570222501526942
"501","9W",733242.489402698,856.295795506843,-0.389141910602982
"502","9W",263613.875623035,513.433418880223,-0.287111673942669
"503","9W",599516.561422709,774.284548097603,-0.558027192871392
"504","9W",716525.817294282,846.478480112921,-0.055392373285309
"505","AI",3829221.43226724,1956.83965420451,-0.118295933107529
"506","AI",2525723.56969926,1589.25251917348,-0.339672434074596
"507","AI",3831980.34225578,1957.54446750407,-0.409042469828976
"508","UK",1566072.63056148,1251.42823628104,-0.121304046911203
"509","9W",1169076.54818311,1081.23843262395,-0.581027709658526
"510","9W",4754244.59559731,2180.42303133986,-0.519698667417725
"511","AI",17818052.9578894,4221.14356044537,-0.600341451368489
"512","AI",401046.013071895,633.281938059104,-0.680936593390588
"513","AI",39305796.0809886,6269.43347368713,-0.704905031068067
"514","9W",1591552.694371,1261.56755442228,-0.405949980005333
"515","9W",437668.942752486,661.565524156516,-0.413623543900969
"516","9W",903443.48215366,950.496439842707,-0.656413191602774
"517","9W",833627.754290876,913.032175934056,-0.511688577402016
"518","AI",3817765.94879964,1953.91042496826,-0.437175062979093
"519","AI",14006232.9366516,3742.49020528466,-0.722546763463037
"520","AI",9464536.28673051,3076.44864847936,-0.613904114905508
"521","AI",2461031.08857831,1568.76737873348,-0.466080893283383
"522","AI",18641386.6166311,4317.56721043589,-0.132790734906516
"523","9W",9294076.2119403,3048.61873836994,-0.314536765452658
"524","9W",727035.140242038,852.663556299927,-0.0112614296579871
"525","AI",14742488.3506348,3839.5948159454,-0.410658470614619
"526","AI",4633449.43006419,2152.5448729502,-0.183431467376935
"527","AI",1472758.11559252,1213.57245996789,-0.323252192854454
"528","AI",393198.978531073,627.055801768131,0.40289370015233
"529","UK",1029619.84625436,1014.70185091699,-0.0371350135400444
"530","UK",639734.55167022,799.834077587483,0.113639323852603
"531","AI",564307.644529384,751.204129733978,-0.618384140794728
"532","AI",2732397.94399431,1652.99665577227,-0.313057827542672
"533","9W",412367.456438474,642.158435620427,-0.516949749059937
"534","9W",10351792.8679048,3217.42021935352,-0.155036660852102
"535","9W",213652.835713314,462.225957420518,-0.673688727876819
"536","9W",169520.127725857,411.728220706156,-0.0853429034633079
"537","9W",48861.126984127,221.045531472878,0.284267621807481
"538","9W",110771.842610063,332.824041514526,0.0757952294884254
"539","9W",54839.1649717514,234.177635507218,-0.233365412531816
"540","9W",81622.8392603129,285.697111046494,0.410187962790806
"541","9W",994230.450154162,997.111052067001,-0.318888092007692
"542","9W",1626202.02114165,1275.22626272425,-0.552463339392149
"543","9W",760993.566716642,872.349452178794,-0.255759559191869
"544","9W",542794.680063459,736.746007836798,-0.460215918665623
"545","9W",2954777.99028472,1718.94676772863,-0.189900801109185
"546","AI",20211539.7282161,4495.72460546863,-0.38804518253239
"547","AI",10743784.3023454,3277.7712400876,-0.39914196023162
"548","9W",2286731.65540156,1512.19431800333,-0.500223687798778
"549","AI",907143.76119403,952.440948927559,-0.29710967560496
"550","9W",2565833.14480948,1601.82182055604,-0.0978211167909307
"551","9W",2517087.0779755,1586.53303715224,-0.150542682465939
"552","9W",1193498.95436664,1092.47377742747,-0.179428287753277
"553","AI",4800774.62334729,2191.06700567264,-0.217616114961932
"554","AI",1035728.10683425,1017.70727954272,-0.077672806898892
"555","AI",281320.698412698,530.396736804346,0.095681382994524
"556","AI",1107656.54901961,1052.45263504806,-0.0354632917669398
"557","AI",3254575.42025316,1804.04418467319,-0.55435616811859
"558","AI",497444.160397074,705.297214227502,-0.473525013174809
"559","9W",734347.87456446,856.940998298284,-0.224881077853359
"560","9W",1851387.26865672,1360.65692540652,-0.444876266627249
"561","9W",4819605.03900308,2195.35988826504,-0.240777882824684
"562","9W",914188.056147832,956.131819441144,0.288093870303099
"563","9W",917252.196859903,957.732842111987,-0.175916403276237
"564","9W",552712.62992126,743.446453970466,0.420846243287504
"565","9W",418804.490750988,647.151057135031,0.0541941079392098
"566","AI",57628973.2499217,7591.37492486847,-0.142328702121225
"567","AI",2694038.29202428,1641.35258004619,-0.410813273825956
"568","AI",754567.678476996,868.658551144808,-0.200515900934393
"569","UK",1454875.19115139,1206.18207213977,-0.44443098258953
"570","9W",2170091.64677678,1473.12309288015,-0.346980473988148
"571","9W",238406.223738451,488.268597944257,-0.441384840624903
"572","9W",5855822.51169154,2419.88068129227,-0.36154749181458
"573","9W",687388.846324871,829.089166691298,-0.389886548447115
"574","9W",807069.685534591,898.370572500341,-0.398584890422473
"575","9W",656545.343863319,810.274856985776,-0.187390911198434
"576","9W",328890.987719298,573.49018101385,-0.291039625013447
"577","9W",1285138.17528958,1133.6393497447,-0.415967644978851
"578","9W",1938133.63797183,1392.16868157987,-0.471024114501302
"579","9W",1181975.84513783,1087.18712517111,-0.0327573090587594
"580","9W",866188,930.692215504137,-0.656863332868303
"581","9W",155407.085714286,394.217054063223,-0.476690371769732
"582","9W",734640.577673456,857.11176498369,-0.355307497729329
"583","9W",1911438.66666667,1382.54788946592,-0.295379547561113
"584","9W",56384289.4328358,7508.94729192021,-0.493141684580727
"585","9W",21993316.1940404,4689.70320959018,-0.346436974233106
"586","9W",4942147.92776346,2223.09422377088,0.0283869877119795
"587","9W",1205148.48367488,1097.7925503823,-0.556060420983407
"588","9W",499384.137247159,706.671166276903,-0.339845765098821
"589","9W",5348231.42745098,2312.62435934827,-0.577679470241746
"590","9W",9564543.81494558,3092.65966684755,-0.590665542446425
"591","9W",333235.005880132,577.2651088366,-0.56983736362443
"592","9W",2122623.42649146,1456.92258767975,0.0373384913510576
"593","9W",1719549.24022455,1311.31584304642,-0.0336786156813131
"594","9W",983554.808510638,991.7433178553,-0.779562758621324
"595","9W",914158.105856977,956.116157094407,0.565288486478983
"596","9W",60080.8734299517,245.114000885204,-0.591214120815325
"597","9W",885470.667768301,940.994509956515,0.243170452024846
"598","9W",10871093.3949893,3297.13411844125,-0.0270910470351967
"599","9W",12116444.1351533,3480.86830189728,-0.139305033303939
"600","9W",136786561.08706,11695.5786982543,0.117482482820414
"601","9W",565099.787739836,751.73119380523,-0.387868191631262
"602","9W",355313.922281563,596.082143904314,-0.446876322569341
"603","9W",3947983.15126341,1986.95323328543,-0.214032333247905
"604","9W",2637900.67184481,1624.16152886491,-0.396520642789005
"605","9W",1029009.97135114,1014.40128713993,-0.423798605295523
"606","9W",17218225.2585963,4149.48493895282,-0.394456175338793
"607","9W",554968.990499763,744.962408782996,-0.376949015379897
"608","AI",7134483.98988842,2671.0454863009,-0.304464434927619
"609","AI",39508.6617981521,198.767859067184,-0.219648735175869
"610","AI",64257.8135968379,253.491249546879,-0.24348859968283
"611","AI",7702981.05762712,2775.42448242194,-0.96166912113425
"612","AI",8846406.7938877,2974.29097330569,-0.447726985529225
"613","AI",6260829.89836532,2502.16504219153,-0.272776195643973
"614","AI",11907404.405311,3450.71071017421,-0.705935057561795
"615","AI",920078.39246864,959.207168691227,0.237005218461375
"616","AI",4656042.92316268,2157.78657961409,-0.309350609430585
"617","AI",15841604.2856787,3980.15128929526,-0.616819506676993
"618","AI",5077631.09921819,2253.35995775602,-0.48589317968022
"619","AI",11249781.9095593,3354.06945508875,-0.572891708901115
"620","AI",12987925.4196162,3603.87644344478,-0.449044573825115
"621","AI",328688.282267235,573.313424112182,0.224483374056732
"622","AI",776024.354046039,880.92244496666,-0.00858143560391731
"623","AI",100543.408033827,317.085805475153,-0.335512682318409
"624","AI",8715418.48173922,2952.18876119723,-0.134897763948689
"625","AI",22021528.9144852,4692.71018863142,-0.703885923710988
"626","AI",44085346.0402098,6639.6796639755,-0.555920002121067
"627","AI",23532138.1172708,4850.99351857646,-0.774433635999125
"628","AI",6366197.0869936,2523.13239585116,-0.523253886758638
"629","AI",3870308.27107321,1967.30990722692,-0.610675222002119
"630","AI",43540498.5991792,6598.52245576078,-0.485177060531836
"631","9W",921281.123188406,959.833903958599,-0.377395534105001
"632","AI",139818.535384615,373.923167755911,-0.548806005507269
"633","9W",523885.727272727,723.799507648857,-0.222331273009999
"634","AI",1220084.57846154,1104.57438792575,-0.66474439557194
"635","9W",1221028.80952381,1105.00172376509,-0.45760083086098
"636","9W",617511.030885381,785.81870102803,-0.456798526043976
"637","9W",470640.857142857,686.032693931461,1
"638","AI",396333.703967168,629.550398274172,-0.519790157723084
"639","AI",110743.428571429,332.781352499548,0.340328820055005
"640","AI",607502.981018981,779.424775728217,-0.836241477637273
"641","9W",423411.377777778,650.700682170979,-0.982277683736378
"642","AI",15281.6171052632,123.618837987028,-0.285711708280892
"643","9W",2252802.5015873,1500.93387648734,-0.576836333472228
"644","9W",3249294.66666667,1802.58000284777,-0.677615005992292
"645","9W",121584.842512077,348.690181267092,-0.542932761277075
"646","9W",218053.437908497,466.961923403286,0.614192268639994
"647","9W",8009.99275362319,89.4985628578649,-0.280602825868195
"648","9W",3635324.85263158,1906.65278764425,-0.80867585042215
"649","9W",2246574.11764706,1498.85760419296,-0.735611700210608
"650","9W",1521889.44927536,1233.64883547765,-0.652979526866205
"651","9W",0.168421052631579,0.410391340834062,0.662122191971731
"652","AI",140572.726153846,374.93029506009,-0.141890615832483
"653","AI",39325.0549450549,198.305458686984,0.0715015694766752
"654","9W",1133878.4,1064.83726456205,-0.290305719194441
"655","9W",154924.233846154,393.604158827309,0.00406076478757699
"656","AI",199152.941176471,446.265550066853,0.357336516868839
"657","9W",1849798.88253968,1360.07311661531,0.754688146625801
"658","9W",173145.87012987,416.108002963017,-0.0626202733182287
"659","AI",488715.555555556,699.081937655062,-0.542248331009103
"660","9W",461648.738366989,679.447377187512,-0.396166810798284
"661","9W",101504.263636364,318.597337773503,-0.208047970018279
"662","9W",78021.1038406828,279.322580255666,-0.576203113374583
"663","9W",10080467.1157895,3174.97513624744,-0.829498404732809
"664","9W",27536.3720930233,165.940869266806,-0.26435206407811
"665","9W",1827199.46280193,1351.73942119106,-0.252794554056623
"666","9W",347616.527472527,589.59013515537,-0.657073228227648
"667","AI",351852.316734694,593.171405864017,0.0556000060352024
"668","9W",594093.350806452,770.774513594249,-0.51353625177164
"669","9W",876982.55819209,936.473469027335,-0.519963910149721
"670","9W",996588.898461538,998.292992293114,-0.412524041488614
"671","AI",188314.285714286,433.951939406066,0.57282196186948
"672","9W",2517297.84615385,1586.59945989965,-0.676682350041055
"673","9W",6592238.45652174,2567.53548301124,-0.677362813067354
"674","AI",61094.696969697,247.173414771284,-0.4152273992687
"675","9W",67121.2600422833,259.07771043122,-0.216281276296577
"676","AI",101867.368421053,319.166678118272,0.927685555668556
"677","9W",0.25974025974026,0.509647191437625,-0.753440576876485
"678","9W",216853.511111111,465.67532800344,-0.123785394541944
"679","9W",190857.6,436.872521452197,-0.987829161147262
"680","9W",77316.3185483871,278.058120809997,-0.00176370596970347
"681","9W",585204.625396825,764.986683149991,-0.322620716051737
"682","9W",54835.9788359788,234.170832590182,0.102241946722593
"683","9W",290572.069264069,539.047372003676,-0.19273709337284
"684","9W",50680.8342245989,225.124041862701,0.584954581641769
"685","9W",882585.319073084,939.460121065862,-0.271503962149139
"686","9W",64059.45,253.099683919202,-0.325702374530961
"687","9W",0.285714285714286,0.534522483824849,-1
"688","9W",0.266666666666667,0.516397779494322,0.866025403784439
"689","AI",134408.333333333,366.617420935412,0
