"","Airline","FareVar","FareSD","CorFareDifnDays"
"82","G8",104971.189516129,323.992576328732,-0.672701944156388
"83","SG",962228.289876317,980.932357441795,-0.183410052884875
"84","SG",519506.056872933,720.767685785741,-0.15385421868908
"85","SG",540216.689501532,734.994346577939,-0.0634790257985673
"86","SG",1048798.52307692,1024.10864808228,-0.749381017305861
"87","6E",2165373.57521761,1471.52083750711,-0.401489047804527
"88","6E",165746.407807598,407.119648024507,0.0192364010716086
"89","6E",155273.00063118,394.046952318097,-0.0424426447469605
"90","6E",45038.2161422709,212.222091550976,0.591262827513458
"91","SG",3789728.83976546,1946.72258931915,-0.352790097423336
"92","6E",660850.248414657,812.926963764062,-0.103285368298755
"93","6E",1135366.92653673,1065.53598087382,-0.147583359760662
"94","6E",562395.023899371,749.93001266743,0.116665142386378
"95","6E",762234.430188679,873.060381754137,0.535918150014634
"96","G8",434062.032907159,658.833843170764,0.179315927174019
"97","G8",691976.584506041,831.85129951575,0.132065420283695
"98","SG",1470265.86265103,1212.54520025071,0.537143389711485
"99","6E",652665.090156794,807.876902848939,-0.214881917413474
"100","6E",425029.451933124,651.942828730499,-0.287908281834184
"101","6E",650649.752248216,806.628633417024,-0.0585047197975699
"102","6E",610078.758985201,781.07538623695,-0.245440267730818
"103","G8",3295399.52921109,1815.32353293045,-0.747341265319242
"104","G8",3295399.52921109,1815.32353293045,-0.747341265319242
"105","SG",1110986.14072495,1054.0332730635,-0.397145554400851
"106","SG",780311.211798152,883.352258047803,-0.03394483525665
"107","6E",1500674.84678945,1225.02034545939,0.00239915374885451
"108","6E",1675053.19029068,1294.23845959339,-0.44826846156587
"109","6E",154019.153058677,392.452739904663,-0.0845959765669691
"110","6E",798019.82287271,893.319552496591,0.223331169616077
"111","G8",1323299.92389937,1150.34774042433,-0.702952621131723
"112","G8",5917196.12200121,2432.52875049838,-0.646844044600978
"113","G8",3673448.84987013,1916.62433717986,-0.63537607692107
"114","SG",747236.58493248,864.428472999635,-0.500216895064486
"115","6E",111294.353652022,333.608083912878,0.0346778391474787
"116","6E",32365.1906976744,179.903281508911,-0.266095485369429
"117","6E",155842.412938005,394.768809479682,0.259899860697836
"118","G8",54575.5812011372,233.614171661604,0.170587735504364
"119","SG",160350.149218195,400.437447322543,0.131419645374859
"120","SG",67123.8629082774,259.082733713147,-0.0420395946775049
"121","SG",63495.697994769,251.983527229002,0.0851365722935398
"122","6E",3110059.05373134,1763.53595192481,-0.815541396393448
"123","6E",893066.797885971,945.022115024813,-0.567119075799284
"124","SG",516674.27289005,718.800579361237,-0.428511873309863
"125","6E",318407.674647572,564.27623966243,-0.133019056330598
"126","6E",515307.055337691,717.848908432471,-0.0804646890262401
"127","6E",183930.096884422,428.870722810991,0.0800717266962153
"128","6E",7906512.26652452,2811.85210609031,-0.491492309709426
"129","6E",3124007.50191898,1767.48620982427,-0.461505536376007
"130","6E",780624.522635259,883.529582207217,-0.013124869034277
"131","6E",998567.486984127,999.283486796478,0.187460898762788
"132","6E",1150854.93372825,1072.77907032541,0.0538998338510891
"133","6E",293875.282758621,542.102649650987,0.616731171416354
"134","6E",2309665.50724638,1519.75837133617,0.0887450337905823
"135","6E",485887.695560254,697.056450770132,0.0209068373840861
"136","G8",623178.875690061,789.416794659235,0.079788255472757
"137","G8",1079528.36584169,1039.00354467234,0.0203733185451807
"138","G8",568070.759358289,753.70468975474,-0.0976926921472082
"139","SG",821029.915422886,906.107011021814,0.0222881720694833
"140","SG",1668956.36985215,1291.88094259964,0.384964388369152
"141","SG",1044236.79353535,1021.87905034566,0.141458540048033
"142","6E",251687.675741077,501.684837065141,0.519550100497095
"143","6E",489142.759832692,699.387417553885,-0.209035756041225
"144","6E",339740.536434109,582.872658849348,-0.344657274317579
"145","6E",325385.105820106,570.425372700151,0.0901657732107743
"146","6E",844193.61038961,918.800092723989,-0.883822400767227
"147","G8",948282.661246612,973.798059787866,-0.385952242504188
"148","G8",379275.026833218,615.853088677176,-0.618688600293986
"149","G8",298796.266666667,546.622599849902,-0.217272390906402
"150","G8",1492337.73015873,1221.6127578569,-0.305900470026771
"151","SG",2533248.10742715,1591.61807838035,-0.410760238242417
"152","SG",290012.055188679,538.527673558824,-0.472400917007063
"153","SG",156192.538051948,395.212016583438,-0.33285722673087
"154","6E",303056.870950082,550.506013545794,-0.3811060632967
"155","6E",181787.543812509,426.365504951455,-0.229519517748227
"156","6E",160566.375886525,400.707344437964,-0.277569606496938
"157","6E",417525.147368421,646.161858490906,-0.64361948278171
"158","G8",2872302.41179815,1694.78683373401,-0.717123723631494
"159","G8",465056.637355919,681.950612109058,-0.185342537382357
"160","SG",223108.195860531,472.343302969917,-0.296799204759342
"161","SG",619407.903198294,787.024715748047,-0.0619570859697289
"162","6E",158721.920283954,398.399197142708,-0.153413534573063
"163","6E",195570.091313131,442.233073517949,0.02518109901381
"164","6E",132253.990920506,363.667418007863,-0.115173786981535
"165","6E",169600.606060606,411.825941461446,-0.942990333582889
"166","6E",44979.3777777778,212.083421741959,0.958372715006831
"167","SG",461584.475586354,679.400085065018,-0.145467093436869
"168","SG",351777.225550817,593.108106124691,0.258710377195952
"169","6E",206222.856090903,454.11766767095,-0.378213372260336
"170","6E",594770.683048646,771.213772600468,-0.291758529888708
"171","6E",443276.656179775,665.79024938773,-0.113213390788726
"172","6E",316500.39943316,562.583682160405,0.060033756056873
"173","6E",438716.673635308,662.356908045283,-0.396629521405758
"174","6E",684828.096728307,827.543410781759,-0.473825944005198
"175","G8",2231553.71553412,1493.838584163,-0.596715806673999
"176","G8",5698174.09198047,2387.08485227913,-0.405994168563806
"177","SG",920292.543248045,959.318791251399,-0.221847542840754
"178","SG",969404.960305615,984.583648201419,-0.0781701342324335
"179","6E",2029094.46138745,1424.4628676759,-0.427562473677611
"180","6E",763014.27618188,873.506883877786,-0.210187401092822
"181","6E",1001842.53746254,1000.92084475374,-0.548408062771182
"182","G8",2804279.40639659,1674.59828209532,-0.290806851894459
"183","G8",2599207.26106893,1612.20571301212,-0.284451742865425
"184","G8",1071226.69151621,1035.00081715727,-0.34591775093701
"185","SG",3203244.55574913,1789.76103314077,-0.519900918547204
"186","SG",810229.424307036,900.127448924338,-0.278903002172088
"187","6E",797824.524436396,893.210235295362,-0.405743228222661
"188","6E",1559093.90100326,1248.63681709425,-0.332526903652801
"189","6E",326264.487421384,571.195664743163,-0.675726967732739
"190","SG",5809752.96286425,2410.34291395732,-0.352220292107139
"191","SG",2584472.18337151,1607.62936753827,-0.56849903900337
"192","6E",412530.393868511,642.285290091959,-0.453977603984585
"193","6E",455827.295103487,675.14983159554,-0.613215414138018
"194","SG",456875.497938877,675.925660068381,-0.374528331906551
"195","SG",803376.830561478,896.312908844606,-0.420884499543836
"196","6E",1591774.96453006,1261.65564419538,-0.694674294278268
"197","6E",4344169.77896233,2084.26720431003,-0.43915808836073
"198","6E",1405881.16098574,1185.69859618106,-0.166238940249378
"199","6E",464620.988179388,681.631123247309,-0.04772349210954
"200","6E",395948.530753968,629.244412572705,-0.364465883142636
"201","SG",631314.260554371,794.552868319265,-0.0802239778908389
"202","SG",3837090.89331343,1958.84937994564,-0.296550830568784
"203","6E",1328399.24902552,1152.56203695312,-0.376162692451904
"204","6E",7055041.17586079,2656.13274816241,-0.862917908387196
"205","6E",2552919.02056097,1597.78566164582,-0.3561333879201
"206","SG",4721056.90648308,2172.79932494537,-0.470687877761953
"207","SG",2365545.22459133,1538.03290751249,-0.421958916170245
"208","SG",590125.899260102,768.196523853175,-0.502917771276395
"209","6E",328149.690262971,572.843512892457,-0.57312614773927
"210","6E",104529.089699274,323.309588010121,-0.368049569727397
"211","6E",190720.281690141,436.715332556736,-0.472288209534271
"212","SG",706733.235273133,840.674274183011,-0.283159569161565
"213","SG",1981968.36958067,1407.82398387748,0.050832922087916
"214","SG",2518433.1968254,1586.95721329385,-0.477509157231139
"215","6E",1215739.46666667,1102.60576212292,-0.78814337136778
"216","6E",2242008.69637527,1497.33386269571,-0.217351454738252
"217","6E",727876.278515804,853.156655319411,-0.443042883531742
"218","G8",548436.261798152,740.564826195622,-0.472583792090551
"219","SG",735838.770007107,857.810451094592,-0.394561244032673
"220","SG",2453353.19115139,1566.31835561976,0.00897042168335928
"221","6E",702383.338252224,838.083133258404,-0.37934274371648
"222","6E",1274893.35348259,1129.11175420442,-0.367817196764348
"223","6E",819000.634121274,904.986538088426,-0.206503966082748
"224","6E",797607.949367089,893.088992971635,-0.364480406561253
"225","6E",1712152.41822409,1308.49242192077,-0.513433937703875
"226","6E",1470166.69969983,1212.50430914691,-0.395117581922611
"227","6E",372308.100708104,610.170550508711,-0.428184688779475
"228","6E",883337.396825397,939.860307080471,-0.319019662913828
"229","G8",2743774.37437811,1656.43423484849,-0.744901037784324
"230","G8",1039066.17905897,1019.34595651279,-0.747918906018347
"231","SG",2196192.63706468,1481.95567985844,-0.615378734856727
"232","SG",983900.931769723,991.917804946419,-0.532765449734518
"233","6E",14591287.6679104,3819.85440401993,-0.643826118625236
"234","6E",5365164.30902431,2316.28243291364,-0.565682704852004
"235","6E",3254355.633457,1803.98326861892,-0.52792298378771
"236","SG",11043833.3333333,3323.2263439816,0.283382313726792
"237","SG",770403.669616205,877.726420712174,-0.451164445507709
"238","SG",11229260.1177116,3351.00882089433,-0.556313300837866
"239","6E",6094204.69791948,2468.64430364512,-0.48760398277798
"240","G8",4072864.03070362,2018.13379900928,-0.604834681356681
"241","SG",3819104.12224591,1954.25282966302,-0.69558847703097
"242","6E",7312510.93205402,2704.16547793474,-0.389946450819839
"243","6E",6952450.63104917,2636.7500129988,-0.332609102042773
"244","G8",6106547.88454158,2471.14303198774,-0.325537959612606
"245","SG",1951689.79413646,1397.02891671449,-0.356695274308014
"246","6E",1384913.77433059,1176.82359524722,-0.432262714699746
"247","6E",1797790.0108252,1340.81691920456,-0.451401372384211
"248","6E",36902.1098901099,192.099218869078,0.258198889747161
"249","G8",1167055.71936745,1080.30353112792,-0.403840147610997
"250","SG",1848486.87633262,1359.59070176749,-0.457749726098019
"251","6E",6878021.77622894,2622.598287239,-0.525093961725343
"252","SG",372479.744136461,610.311186311099,-0.2151062217249
"253","SG",2947007.97146289,1716.68516958203,-0.650303548987
"254","SG",1064409.84532033,1031.70240152882,-0.236867044822191
"255","SG",1000159.43963933,1000.07971664229,0.0339833173877204
"256","G8",4081047.19082365,2020.16018939678,-0.399385091508789
"257","G8",1225645.4574388,1107.0887306078,-0.234224531082196
"258","G8",2839205.04750295,1684.99407936733,-0.770120211348522
"259","G8",2396288.22409875,1547.99490441627,-0.664871258839206
"260","G8",2770641.06669763,1664.52427639179,-0.0287178570215135
"261","G8",1316246.20816864,1147.27773802538,0.0110347800986882
"262","G8",529565.126603587,727.712255361683,-0.467368541082556
"263","G8",2019497.44932599,1421.09023264745,-0.364507395062406
"264","G8",2172824.66566205,1474.05042846642,-0.671933300075808
"265","G8",867246.839261044,931.260886787931,-0.755102151751899
"266","G8",1302400.38784079,1141.22757933761,-0.7428679261562
"267","G8",2028840.75563553,1424.37381176275,-0.0656893254622912
"268","G8",477981.98099882,691.362409304136,-0.0282834670435454
"269","G8",3343637.84711462,1828.56168808018,-0.0438537445832172
"270","G8",413871.115651787,643.328155494369,-0.360923641429435
"271","G8",1898569.8148755,1377.88599487603,-0.675377983459048
"272","G8",903775.3784176,950.671014819322,-0.789962052553928
"273","G8",1527924.65981695,1236.09249646495,-0.750126587354681
"274","6E",9117209.78343512,3019.47177225341,-0.73919738305535
"275","6E",707076.270145171,840.878273084262,-0.331668423375047
"276","6E",281935.224899598,530.975729105953,-0.602365628230643
"277","6E",638030.116341213,798.767873879022,-0.255723237640238
"278","6E",1688547.59626748,1299.44126310791,-0.580995383502575
"279","6E",10076049.5579128,3174.27937615969,-0.792875006761373
"280","6E",511422.579919679,715.138154428694,0.231585372107539
"281","6E",2688600.34428795,1639.6951985927,-0.0269063793232303
"282","6E",4454310.19328913,2110.52367750024,-0.5383907318649
"283","6E",4393402.13076181,2096.0444009519,-0.588376818166152
"284","6E",1295217.72442688,1138.07632627468,-0.0286767578580255
"285","6E",360741.726315789,600.617787212291,-0.718567891933862
"286","6E",1817762.4167489,1348.24419774346,-0.361391715873245
"287","6E",726168.594310356,852.155264203863,-0.335835374012228
"288","6E",3267475.05156439,1807.61584734268,-0.670006826642293
"289","6E",3999265.91869352,1999.81647125268,-0.699165074478189
"290","6E",4479327.23569749,2116.44211725657,-0.260075695217201
"291","6E",333600.226524353,577.581359225134,-0.3709968324422
"292","6E",394530.951633987,628.116988811787,-0.590065566838313
"293","6E",703760.522406277,838.9043583188,-0.350870591405831
"294","6E",657021.501587302,810.568628548688,-0.883687538249115
"295","6E",545229.169559413,738.396349909324,-0.148353847622529
