"","Arr","Dep","Airline","Curr_Time","FlightNo","FareVar","FareSD","FareMean","CorFareDifnDays","covFareDifnDays"
"242","PNQ","MAA","6E","M",502,6094204.69791948,2468.64430364512,7030.2874251497,-0.48760398277798,-2545.94871518225
"243","PNQ","MAA","G8","E",451,4072864.03070362,2018.13379900928,6260.07142857143,-0.604834681356681,-2590.60980810235
"244","PNQ","MAA","SG","M",530,3819104.12224591,1954.25282966302,4698.40476190476,-0.69558847703097,-2885.01776830135
"245","BLR","PNQ","6E","M",391,7312510.93205402,2704.16547793474,6858.86904761905,-0.389946450819839,-2237.96659559346
"246","BLR","PNQ","6E","E",105,6952450.63104917,2636.7500129988,6875.44444444444,-0.332609102042773,-1877.34185056136
"247","BLR","PNQ","G8","E",242,6106547.88454158,2471.14303198774,7511.16071428571,-0.325537959612606,-1707.31982942431
"248","BLR","PNQ","SG","M",519,1951689.79413646,1397.02891671449,3520.94642857143,-0.356695274308014,-1057.59189765458
"249","DEL","PNQ","6E","E",402,1384913.77433059,1176.82359524722,6405.75373134328,-0.432262714699746,-1078.89638884231
"250","DEL","PNQ","6E","M",304,1797790.0108252,1340.81691920456,8286.22155688623,-0.451401372384211,-1280.13639387891
"251","DEL","PNQ","6E","E",202,36902.1098901099,192.099218869078,6449.57142857143,0.258198889747161,23.2527472527473
"252","DEL","PNQ","G8","E",172,1167055.71936745,1080.30353112792,6402.00595238095,-0.403840147610997,-925.914001421464
"253","DEL","PNQ","SG","M",182,1848486.87633262,1359.59070176749,7325.96428571429,-0.457749726098019,-1320.84434968017
"254","MAA","PNQ","6E","M",159,6878021.77622894,2622.598287239,7043.36184210526,-0.525093961725343,-2840.40711307973
"255","AMD","BOM","SG","E",635,372479.744136461,610.311186311099,1877.57142857143,-0.2151062217249,-278.62473347548
"256","BOM","AMD","SG","M",636,2947007.97146289,1716.68516958203,2856.8313253012,-0.650303548987,-2354.85385651367
"257","BOM","GOI","SG","M",611,1064409.84532033,1031.70240152882,1941.52173913043,-0.236867044822191,-517.154544223215
"258","BOM","GOI","SG","E",487,1000159.43963933,1000.07971664229,2588.75155279503,0.0339833173877204,71.9219829337668
"259","AMD","BOM","G8","M",365,4081047.19082365,2020.16018939678,4156.63461538462,-0.399385091508789,-1686.78778135048
"260","AMD","BOM","G8","E",369,1225645.4574388,1107.0887306078,3186.58598726115,-0.234224531082196,-543.821493254106
"261","BOM","AMD","G8","M",368,2839205.04750295,1684.99407936733,4296.3850931677,-0.770120211348522,-2746.11147230123
"262","BOM","AMD","G8","E",370,2396288.22409875,1547.99490441627,3616.81875,-0.664871258839206,-2170.24713949843
"263","BOM","GOI","G8","M",376,2770641.06669763,1664.52427639179,3236.10559006211,-0.0287178570215135,-101.158743058377
"264","BOM","IXC","G8","E",384,1316246.20816864,1147.27773802538,8789.75362318841,0.0110347800986882,25.9880895915679
"265","BOM","JAI","G8","M",388,529565.126603587,727.712255361683,4101.78881987578,-0.467368541082556,-719.747934443993
"266","BOM","JAI","G8","E",392,2019497.44932599,1421.09023264745,4902.70434782609,-0.364507395062406,-1083.91399278527
"267","BOM","NAG","G8","M",141,2172824.66566205,1474.05042846642,4811.96835443038,-0.671933300075808,-2072.58902953586
"268","DEL","LKO","G8","M",208,867246.839261044,931.260886787931,3427.936,-0.755102151751899,-1452.6516626506
"269","DEL","LKO","G8","E",188,1302400.38784079,1141.22757933761,4090.93167701863,-0.7428679261562,-1794.09372883652
"270","GOI","BOM","G8","M",375,2028840.75563553,1424.37381176275,3354.57763975155,-0.0656893254622912,-198.006772314777
"271","GOI","BOM","G8","E",379,477981.98099882,691.362409304136,2879.22360248447,-0.0282834670435454,-41.3808749830692
"272","IXC","BOM","G8","M",381,3343637.84711462,1828.56168808018,9938.28260869565,-0.0438537445832172,-164.610830039526
"273","JAI","BOM","G8","M",390,413871.115651787,643.328155494369,4170.53416149068,-0.360923641429435,-491.370581064608
"274","LKO","DEL","G8","M",189,1898569.8148755,1377.88599487603,3229.872,-0.675377983459048,-1922.40372690763
"275","LKO","DEL","G8","E",181,903775.3784176,950.671014819322,3105.49068322981,-0.789962052553928,-1589.27021535961
"276","NAG","BOM","G8","E",142,1527924.65981695,1236.09249646495,5034.54658385093,-0.750126587354681,-1962.2159013951
"277","AMD","BOM","6E","M",213,9117209.78343512,3019.47177225341,5716.98692810457,-0.73919738305535,-4637.84298724954
"278","AMD","BOM","6E","E",639,707076.270145171,840.878273084262,2651.65306122449,-0.331668423375047,-616.437618346308
"279","AMD","BOM","6E","E",433,281935.224899598,530.975729105953,2496.16666666667,-0.602365628230643,-593.666666666667
"280","AMD","BOM","6E","E",243,638030.116341213,798.767873879022,2698.88571428571,-0.255723237640238,-433.528468653649
"281","BOM","AMD","6E","M",958,1688547.59626748,1299.44126310791,3055.87591240876,-0.580995383502575,-1544.2878265287
"282","BOM","AMD","6E","E",216,10076049.5579128,3174.27937615969,8224.16993464052,-0.792875006761373,-5251.22365798779
"283","BOM","GOI","6E","E",418,511422.579919679,715.138154428694,2717.68,0.231585372107539,348.054457831325
"284","BOM","GOI","6E","E",192,2688600.34428795,1639.6951985927,4355.22222222222,-0.0269063793232303,-95.7527386541471
"285","BOM","IDR","6E","E",587,4454310.19328913,2110.52367750024,6362.51898734177,-0.5383907318649,-2377.72975688166
"286","BOM","IDR","6E","M",655,4393402.13076181,2096.0444009519,5700.35294117647,-0.588376818166152,-2523.61253616201
"287","BOM","IXC","6E","E",459,1295217.72442688,1138.07632627468,7950.23913043478,-0.0286767578580255,-66.9951778656126
"288","BOM","JAI","6E","M",695,360741.726315789,600.617787212291,5490.4,-0.718567891933862,-386.021052631579
"289","BOM","JAI","6E","E",254,1817762.4167489,1348.24419774346,5021.37888198758,-0.361391715873245,-1031.11716104565
"290","BOM","JAI","6E","M",218,726168.594310356,852.155264203863,4093.33112582781,-0.335835374012228,-597.222063320939
"291","BOM","NAG","6E","E",404,3267475.05156439,1807.61584734268,5445.47798742138,-0.670006826642293,-2544.24958831816
"292","BOM","VTZ","6E","M",608,3999265.91869352,1999.81647125268,8539.91925465839,-0.699165074478189,-2958.9057293783
"293","DED","BOM","6E","M",205,0,0,7832,NA,0
"294","DED","BOM","6E","M",964,4479327.23569749,2116.44211725657,9777.65625,-0.260075695217201,-1160.66869122257
"295","DEL","LKO","6E","M",769,333600.226524353,577.581359225134,3584.21678321678,-0.3709968324422,-439.629051650104
"296","DEL","LKO","6E","E",633,394530.951633987,628.116988811787,3861.73529411765,-0.590065566838313,-777.132461873638
"297","DEL","LKO","6E","E",185,703760.522406277,838.9043583188,4356.32258064516,-0.350870591405831,-527.947689625109
"298","DEL","LKO","6E","M",733,657021.501587302,810.568628548688,3280.38888888889,-0.883687538249115,-1434.14126984127
"299","IDR","BOM","6E","E",658,545229.169559413,738.396349909324,4691.85714285714,-0.148353847622529,-231.819314641745
"300","IXC","BOM","6E","M",247,6612141.84832675,2571.40853392197,10472.884057971,0.10234994538561,540.257496706192
"301","JAI","BOM","6E","M",207,527597.077742947,726.35878031655,4254.225,-0.162312310987399,-248.184090909091
"302","JAI","BOM","6E","E",696,473671.024808172,688.237622342874,4262.2602739726,-0.0505107673589824,-73.2437038083133
"303","JAI","BOM","6E","E",217,169553.36091954,411.768576896708,3625.53333333333,-0.807264550152267,-631.903448275862
"304","LKO","DEL","6E","M",444,2533117.2216415,1591.57696064045,3772.93055555556,-0.660291604933601,-2276.46472125436
"305","LKO","DEL","6E","E",528,838720.302836053,915.816740858155,3545.43055555556,-0.661509520396229,-1080.56905594406
"306","LKO","DEL","6E","E",792,624751.618104488,790.412308927744,3065.65168539326,-0.764313296784238,-1305.36024884149
"307","NAG","BOM","6E","M",543,5992709.41499514,2448.00110600366,5601.6855345912,-0.547758264106299,-2816.92246493264
"308","VTZ","BOM","6E","M",366,9754229.19357367,3123.1761387366,10263.3125,-0.55656623791533,-3665.34992163009
"309","DEL","BLR","6E","E",572,803970.439183673,896.6439868664,6181.64,-0.0923197294959433,-195.144489795918
"310","DEL","BLR","6E","E",946,288441.609929078,537.06760275507,5478.91666666667,-0.362352985951155,-369.001773049645
"311","DEL","BOM","6E","M",178,469997.830065359,685.563877450788,5527.22222222222,-0.604922147718011,-1172.02614379085
"312","DEL","BOM","6E","E",138,311370.833570413,558.006123237382,5645.36842105263,0.189423503624344,208.312944523471
"313","DEL","BOM","G8","E",343,188094.730568142,433.698893897762,5054.3947368421,-0.452886273891325,-362.624085047055
"314","HYD","BOM","6E","M",366,15066892.9805195,3881.60958630817,5638.46428571429,-0.715467416206398,-5862.92272727273
"315","DEL","CCU","6E","E",274,25072.3791763792,158.342600636655,4095.11111111111,-0.229442233775396,-72.7878787878788
"316","HYD","CCU","6E","E",538,793069.193050193,890.544324023343,6045.17857142857,-0.623420750512736,-1186.53153153153
"317","BLR","DEL","G8","E",325,0,0,6242,NA,0
"318","BOM","DEL","6E","M",993,174381.446808511,417.590046347504,4416.5,-0.625492570684461,-704.053191489362
"319","BOM","DEL","G8","E",346,261956.205261336,511.816573843927,5073.01851851852,-0.246245833513218,-256.658705434406
"320","CCU","DEL","6E","E",173,66782.9357429719,258.423945761556,4430.83333333333,-0.453029284756361,-192.144578313253
"321","CCU","DEL","6E","M",591,1541.33333333333,39.2598183048946,4721,-1,-45.3333333333333
"322","HYD","DEL","6E","M",841,0,0,4582,NA,0
"323","MAA","DEL","6E","M",443,667641.581609195,817.093373862006,4883.06666666667,-0.409729678782383,-367.618390804598
"324","BLR","HYD","6E","M",151,8392067.4,2896.90652248222,5429.25,-0.760973583629858,-1777.3
"325","MAA","HYD","6E","M",311,3718598.94736842,1928.36691201867,5461,-0.883172069571622,-1408.73684210526
"326","BOM","MAA","6E","M",782,0,0,3514,NA,0
"327","DEL","PNQ","6E","E",528,692381.621243885,832.094718913589,6157.03703703704,0.260726503482288,423.405310971349
"328","BOM","BLR","6E","M",424,0,0,5632,NA,0
"329","BOM","DEL","6E","M",181,3497780.75897436,1870.23548222526,6737.4,-0.726361963107442,-3121.93846153846
"330","CCU","HYD","6E","M",599,5386128,2320.80330920136,9874,-1,-7272
"331","BOM","AMD","6E","M",242,4978239.03296703,2231.19677145854,3448.57142857143,-0.896487551177565,-4398.32967032967
"332","MAA","BOM","6E","E",297,428190.405649717,654.362594934733,4646.63333333333,-0.0946607905126577,-105.324858757062
"333","BLR","DEL","6E","E",481,2744618.25108225,1656.68894216212,7149.81818181818,0.876279850445617,1938.77056277056
"334","BLR","DEL","6E","M",121,132114.285714286,363.475289000897,5926,0.904534033733291,291.428571428571
"335","HYD","DEL","6E","M",683,93653.4545454545,306.028519170117,3786,-0.7926239891046,-692.545454545455
"336","HYD","DEL","6E","E",635,0,0,4079,NA,0
"337","BOM","HYD","6E","M",608,90984.5143288085,301.636394237845,3294.26923076923,-0.659756941037844,-316.290346907994
"338","BOM","BLR","6E","M",482,706641.751633987,840.619861550979,3754.88888888889,-0.913722942165909,-541.346405228758
"339","BOM","DEL","6E","E",197,643297.96969697,802.058582459517,5036.16666666667,-0.675431315153795,-1225.04545454545
"340","BOM","AMD","6E","M",214,3522332.83516484,1876.78790361746,4424.71428571429,-0.874451690839945,-3257.42857142857
"341","CCU","BLR","6E","M",344,330851.323076923,575.196769007722,6424.6,-0.221504086345556,-227.892307692308
"342","BOM","DEL","G8","M",189,403418.181818182,635.152093453357,10077,-0.612372435695794,-234.545454545455
"343","BLR","HYD","6E","M",413,2847849.20615385,1687.55717122527,3903.61538461538,-0.605426279109179,-2261.25538461538
"344","BOM","AMD","6E","M",722,4790426.10526316,2188.70420689118,5289,-0.682850049587865,-2437.78947368421
"345","BOM","BLR","6E","E",566,397753.515789474,630.67702969862,4065.6,-0.285879591564664,-201.578947368421
"346","CCU","DEL","SG","M",251,0,0,3234,NA,0
"347","DEL","MAA","G8","E",451,449831.964166269,670.695135039959,14076.7608695652,-0.568945461297408,-439.20425226947
"348","AMD","BOM","G8","E",365,21845.3333333333,147.801668912544,4527,NA,0
"349","LKO","DEL","6E","M",634,374071.001782531,611.613441466529,2908.70588235294,-0.486501548110158,-470.133689839572
"350","DEL","CCU","6E","M",296,0,0,4123,NA,0
"351","BLR","DEL","6E","M",115,692447.151515151,832.134094671737,5574.66666666667,-0.98563659803576,-2460.54545454545
"352","BOM","MAA","6E","M",495,1115187.51515152,1056.02439136202,4018.90909090909,-0.790234358651698,-1035.97402597403
"353","HYD","BLR","6E","E",316,358207.176811594,598.504115952091,3103.39130434783,0.0101923850825562,14.7729468599034
"354","BOM","CCU","G8","E",102,10712805.9368421,3273.04230599638,13601.6,-0.994343618418411,-9987.96842105263
"355","MAA","DEL","G8","E",171,2879942.01573499,1697.03919098381,8154.88571428571,0.0382286716575391,117.3966873706
"356","DEL","HYD","6E","M",644,1649378.4,1284.28127760238,9326,NA,0
"357","PNQ","BLR","6E","M",102,0,0,16476,NA,0
"358","MAA","CCU","6E","M",526,0,0,4209,NA,0
"359","DEL","HYD","6E","E",684,83247.5151515152,288.526454855556,4254.66666666667,-0.978231976089037,-710.30303030303
"360","BOM","BLR","6E","M",464,94784.2142857143,307.870450491297,3322.25,0.765444111121318,677.607142857143
"361","PNQ","DEL","6E","M",769,749.066666666667,27.3690823131991,5946.2,0.466569474815843,9.42222222222222
"362","BOM","DEL","6E","M",179,0,0,4675,NA,0
"363","DEL","HYD","6E","M",846,0,0,4450,NA,0
"364","DEL","MAA","6E","M",964,0,0,5917,NA,0
"365","DEL","MAA","G8","E",341,0,0,14569,NA,0
"366","JAI","BOM","6E","M",416,0,0,3234,NA,0
"367","DEL","BLR","6E","M",774,120.333333333333,10.9696551146029,4710.5,0,0
"368","HYD","BLR","6E","M",266,0,0,3780,NA,0
"369","MAA","DEL","6E","E",355,1669334.4,1292.02724429479,5338,-0.942809041582063,-2001.6
"370","BLR","BDQ","9W","M",397,3918652.49771441,1979.55866235745,7969.36813186813,-0.132075049671831,-552.525565343747
"371","BOM","BDQ","9W","M",397,903763.677895922,950.664860976739,3667.85057471264,-0.452552911063535,-913.686508330849
"372","BOM","BDQ","9W","E",461,1013813.89677509,1006.88325876195,3534.79591836735,-0.377084631227225,-764.061990666574
"373","DEL","BDQ","AI","E",820,4410308.1143594,2100.07335928043,5004.11515151515,-0.27627404180111,-1198.78865248227
"374","BOM","BLR","9W","M",410,489105.225166303,699.360583080219,3832.79850746269,-0.360676012947542,-528.325311644027
"375","BOM","BLR","9W","M",478,487621.718181818,698.299160948814,3957.25,-0.486756234079466,-729.804545454545
"376","BOM","BLR","9W","E",416,730364.874061718,854.613874250657,4520.45454545455,0.338692044485161,457.974979149291
"377","BOM","BLR","9W","E",7146,678283.635630043,823.579768832408,4115.61111111111,-0.1943121535092,-370.281812538796
"378","BOM","BLR","9W","E",382,486234.031746032,697.304834162242,4233.42857142857,-0.742689937355461,-1122.55026455026
"379","BOM","BLR","9W","E",442,146421.6,382.650754605293,3938.5,-0.742391431906335,-469.3
"380","BOM","BLR","AI","M",640,784051.816993464,885.467005028117,4354.48148148148,-0.432633735565265,-796.119252379314
"381","BOM","BLR","AI","E",608,1616360.85199005,1271.361810025,4779.29166666667,-0.372356010566476,-993.619900497512
"382","BOM","BLR","UK","M",875,454609.473401555,674.24733844603,4409.37714285714,-0.541721367128626,-773.481571837904
"383","CCU","BLR","9W","M",7048,13907623.6746251,3729.29265070806,7793.67630057803,-0.470158061501566,-3732.46460584737
"384","CCU","BLR","AI","M",772,5266875.50663938,2294.96743040928,7451.73714285714,-0.624092187193512,-3033.05326238232
"385","DEL","BLR","9W","M",818,680134.873399175,824.70290007928,5754.88970588235,0.100528827397167,186.862329064467
"386","DEL","BLR","9W","M",839,613765.103840683,783.431620398796,7261.63157894737,0.0899966478190814,56.2844950213371
"387","DEL","BLR","9W","E",7120,2155227.35806681,1468.0692620128,6530.7380952381,-0.25338769314506,-799.333617626155
"388","DEL","BLR","9W","E",816,966724.266666667,983.22137215719,7301.4,-0.456435464587638,-423.111111111111
"389","DEL","BLR","AI","M",804,329699.550599621,574.19469746735,6689.4693877551,0.184170610899391,223.380601725226
"390","DEL","BLR","AI","M",505,778787.114146588,882.489158090108,7172.15873015873,-0.229763965038654,-414.381964206665
"391","DEL","BLR","AI","E",87,1736172.40540541,1317.63895108084,7279.75,0.174733319095994,485.689189189189
"392","DEL","BLR","AI","E",503,1135190.87044025,1065.45336380353,7684.15,-0.4187515605526,-868.411949685535
"393","DEL","BLR","AI","E",173,242624.976356976,492.569768009544,6445.5641025641,-0.101840560163475,-105.949383949384
"394","DEL","BLR","UK","M",868,904291.674871795,950.942519225949,6573.80666666667,-0.368471951660513,-726.05502787068
"395","DEL","BLR","UK","E",836,2669451.75001228,1633.84569345219,6574.58857142857,-0.353146847693664,-1221.85912402783
"396","HYD","BLR","9W","E",2803,571162.494786966,755.752932370736,3663.53543307087,-0.598543524424964,-974.355233263826
"397","HYD","BLR","9W","E",2741,235527.740350877,485.312003097881,3241.41666666667,-0.0476978702309937,-40.5719298245614
"398","HYD","BLR","AI","M",513,43440813.8294228,6590.964559867,7160.55428571429,-0.580560020570637,-8103.0938027016
"399","HYD","BLR","AI","E",977,485422.261512336,696.722513998462,3174.74647887324,-0.777894201451057,-1114.22635101388
"400","HYD","BLR","AI","E",516,7946203.35897436,2818.90109066891,5066.05769230769,-0.631813953323454,-3850.8138238573
"401","MAA","BLR","9W","M",2304,22620.9004329004,150.402461525403,2088.03896103896,-0.12205087568924,-37.5631949749597
"402","MAA","BLR","9W","M",2306,7742.45644807654,87.99122938155,2014.37931034483,0.0884253841455345,15.926649392067
"403","MAA","BLR","9W","E",2314,121585.379790941,348.690951690664,2172.28571428571,-0.248379287874497,-116.278745644599
"404","MAA","BLR","9W","E",2738,12378.8579413135,111.260316111871,2184.78947368421,0.13894547757616,29.8388448998603
"405","MAA","BLR","9W","E",2310,13219.8769230769,114.977723594951,2043.55384615385,-0.661425279806821,-173.434704830054
"406","PNQ","BLR","9W","E",7051,4327948.72514122,2080.37225638615,5140.94857142857,-0.11398366470661,-502.155742939009
"407","PNQ","BLR","AI","M",513,39362361.9028859,6273.94309050424,10029.0945945946,-0.546083031951541,-7374.23014200641
"408","BDQ","BOM","9W","M",341,1060238.8821425,1029.67901898723,3647.29310344828,-0.383888260592745,-839.473715591772
"409","BDQ","BOM","9W","E",343,210861.569321534,459.196656479045,4761,-0.247934306100768,-236.914454277286
"410","BLR","BOM","9W","M",7145,1075656.01430456,1037.13837760665,4535.73717948718,-0.1770546189336,-381.138593453706
"411","BLR","BOM","9W","E",495,727348.658899402,852.847383122797,4182.32191780822,0.2943503764258,517.321046933107
"412","BLR","BOM","AI","M",639,3536477.07636364,1880.55233279046,6226.88,-0.122002957538627,-539.888080808081
"413","BLR","BOM","AI","M",603,4017226.52183133,2004.30200364898,6018.984,0.0705016992590472,280.57497188755
"414","BLR","BOM","AI","E",607,2354728.65773642,1534.51251468876,5695.15328467153,-0.0731755917697809,-229.998983984385
"415","BLR","BOM","AI","E",609,120680.236491228,347.390610827679,4653.76315789474,-0.218248587175273,-155.301754385965
"416","BLR","BOM","UK","E",850,530700.571428571,728.491984464188,4930.08571428571,0.0609533123087603,94.0322554236594
"417","CCU","BOM","9W","M",484,1632823.94393531,1277.81999668784,8097.57142857143,-0.670756423793004,-1819.93800539084
"418","CCU","BOM","9W","E",625,1216963.34122955,1103.16061442999,8441.77777777778,-0.432612649294072,-1087.67851099831
"419","CCU","BOM","9W","E",617,363269.255315441,602.718222153139,8063.32894736842,-0.308119644450075,-337.959393516905
"420","CCU","BOM","AI","M",675,10192886.5721163,3192.63003996959,11141.1542857143,-0.402863176131591,-2723.71042161277
"421","CCU","BOM","AI","E",774,5614627.3221449,2369.52048358838,9398.51428571429,-0.337773966017554,-1694.88956201392
"422","DEL","BOM","9W","M",355,1643330.58823529,1281.92456417501,6082.66666666667,-0.434990791915153,-784.078431372549
"423","DEL","BOM","9W","M",339,237542.354605165,487.383170211247,5208.59482758621,-0.171866708196924,-169.017129422302
"424","DEL","BOM","9W","E",357,223712.33584992,472.982384291339,5623.44680851064,-0.275532593490416,-251.602379318234
"425","DEL","BOM","9W","E",361,315428.719115232,561.630411494278,5200.6568627451,-0.154521891595535,-171.665604172704
"426","DEL","BOM","9W","E",353,164999.613793103,406.201444843693,5588.8,-0.366761837618732,-204.606896551724
"427","DEL","BOM","AI","M",809,200834.663354037,448.145805909234,5713.94285714286,-0.349157887877738,-348.39751552795
"428","DEL","BOM","AI","M",864,1586918.71538462,1259.72961995208,6481.05,-0.415188805086093,-1204.89615384615
"429","DEL","BOM","AI","M",806,142016.134328358,376.850281051186,5783.5,0.334130221719549,286.776119402985
"430","DEL","BOM","AI","M",348,265476.151282051,515.243778499121,6079.05,-0.244936829911768,-180.496153846154
"431","DEL","BOM","AI","M",635,101651.787241689,318.828774174617,5570.05660377359,-0.0588193213616543,-25.2873315363881
"432","DEL","BOM","AI","E",660,426565.117443235,653.119527684814,5800.45045045045,-0.0556974265477833,-70.978394684277
"433","DEL","BOM","AI","E",101,53662.8021778584,231.652330395916,4794.93103448276,-0.598980324301864,-311.894736842105
"434","DEL","BOM","UK","M",930,483372.771573604,695.250150358563,6850,-0.441362306314883,-611.081218274112
"435","DEL","BOM","UK","M",970,882073.733530847,939.187805250285,6788.53947368421,0.0155430747571052,31.8832345765075
"436","DEL","BOM","UK","E",996,1060003.43507538,1029.56468231742,6430.89,-0.217945907647441,-448.540552763819
"437","DEL","BOM","UK","E",940,782624.019358742,884.66039775653,6222.34482758621,-0.399599005576966,-623.612825166364
"438","DEL","BOM","UK","E",988,968660.05733397,984.205292270861,6333.82608695652,-0.342552558847402,-659.411371237458
"439","HYD","BOM","9W","M",9921,0,0,3280,NA,0
"440","HYD","BOM","9W","M",457,5725846.11141989,2392.87402748659,6433.32374100719,-0.223074160889231,-1042.63600238942
"441","HYD","BOM","9W","M",7082,59050927.3297683,7684.46011960296,10335.9411764706,-0.760672100482547,-10376.9696969697
"442","HYD","BOM","9W","E",7079,107927.758995816,328.523604929411,2912.8,-0.203978735304818,-144.480334728033
"443","HYD","BOM","9W","E",7018,78761.4625521268,280.644726571027,2876.52727272727,0.296410610195085,142.307089241034
"444","HYD","BOM","AI","M",615,11326856.3057225,3365.53952669144,5207.61714285714,-0.456963843854651,-3256.8015718379
"445","HYD","BOM","AI","E",619,187797.442150712,433.356022400418,3322.33606557377,-0.00151326623831466,-1.33798826148553
"446","HYD","BOM","AI","E",50,1389776.19407008,1178.88769357818,3028.64150943396,-0.252529625611129,-466.966397124888
"447","MAA","BOM","9W","M",350,1401713.31325301,1183.93974223903,5499.5,-0.593696607942697,-1233.65060240964
"448","MAA","BOM","9W","M",465,2152111.1518137,1467.00755001933,5677.70689655172,-0.398873043826575,-1180.99186445738
"449","MAA","BOM","9W","E",7013,436817.828771029,660.921953615576,4422.44047619048,0.429736824492072,579.738665526091
"450","MAA","BOM","9W","E",467,1728341.98642534,1314.6642105212,5151.88461538462,-0.163191797918948,-285.094268476621
"451","MAA","BOM","9W","E",487,719147.244040404,848.025497282012,4528.78,0.325304788303687,623.82101010101
"452","MAA","BOM","AI","M",671,15585559.6923077,3947.85507488658,6152,-0.723765429606215,-4402.15384615385
"453","MAA","BOM","AI","M",570,2076591.69861407,1441.03840983302,5884.30357142857,0.00751460544962491,23.1584221748401
"454","MAA","BOM","AI","E",94,3071700.07878838,1752.62662275465,5960.21714285714,-0.199099363532285,-738.948276708964
"455","PNQ","BOM","9W","M",618,0.744489795918367,0.8628382211738,7882.48,-0.187905040617975,-0.32
"456","BLR","CCU","9W","M",662,1991850.86693878,1411.32946789145,8015.48,-0.910381805290405,-3047.59020408163
"457","BLR","CCU","9W","E",7049,23021917.8068833,4798.1160685089,8507.83908045977,-0.347440772869638,-3530.45016396701
"458","BLR","CCU","AI","E",771,28794160.1095702,5366.01901874846,9236.56,-0.268581627612863,-3051.9911747851
"459","BOM","CCU","9W","M",618,907454.411764706,952.604016244266,6993.3125,-0.448060722412882,-907.992156862745
"460","BOM","CCU","9W","E",628,1185999.4302893,1089.03600963848,7368.51315789474,-0.469548314321644,-960.769257581039
"461","BOM","CCU","9W","E",610,1597857.57115068,1264.06391102297,8208.21951219512,-0.157905275478815,-443.791111776148
"462","BOM","CCU","AI","M",676,4061847.38383954,2015.40253642778,8316.12,-0.325937990695232,-1395.67220630373
"463","DEL","CCU","9W","M",7143,115331.098645202,339.60432659965,4899.31609195402,0.0268868554761039,19.3915995892544
"464","DEL","CCU","9W","E",904,338735.400452375,582.009794120662,5317.37572254335,-0.466684667316448,-574.942833207674
"465","DEL","CCU","AI","M",763,63585.809039548,252.16226727952,5579.23333333333,-0.560861347413875,-327.607344632768
"466","DEL","CCU","AI","M",21,49512.8037643778,222.514727073014,5490.86842105263,-0.283188473515984,-132.879574764726
"467","DEL","CCU","AI","M",733,100377.822913361,316.824593289979,5650.95652173913,0.119745189276254,76.3325928276737
"468","DEL","CCU","AI","E",23,17832.9618591934,133.540113296318,5448.22857142857,-0.278327992157433,-72.619002050581
"469","DEL","CCU","AI","E",701,7758.38047276465,88.0816693345707,5413.47142857143,-0.203797796939817,-42.1169578622816
"470","HYD","CCU","AI","E",526,3644651.79585755,1909.0971153552,6971.26857142857,-0.173338187149375,-700.772476463365
"471","MAA","CCU","9W","E",7153,141615.18543178,376.317931318426,4800.56896551724,-0.561169098189789,-447.22617509689
"472","MAA","CCU","AI","E",765,1212882.02125256,1101.3092305309,5411.57714285714,0.0567644325037402,132.385476872697
"473","BDQ","DEL","AI","E",819,1198379.7089193,1094.70530688368,4405.95705521472,-0.464607183011703,-1050.78365266635
"474","BLR","DEL","9W","M",817,1171972.01932367,1082.57656510922,6436.26086956522,0.0248427499604068,52.5661835748792
"475","BLR","DEL","9W","M",807,1510727.85432357,1229.11669678821,6822.60833333333,0.423149969161006,1103.00948396095
"476","BLR","DEL","9W","M",837,2491392.83116883,1578.41465755005,7675.42857142857,-0.340738231337349,-1240.29090909091
"477","BLR","DEL","9W","E",827,463716.140350877,680.967062603528,5788.57894736842,-0.0254639480409973,-36.6877192982456
"478","BLR","DEL","9W","E",811,1156433.53816425,1075.37599850669,6560.13043478261,0.325252476877774,703.286956521739
"479","BLR","DEL","9W","E",834,1640484.7201426,1280.81408492513,6162.64705882353,0.492086446147003,1203.20499108734
"480","BLR","DEL","9W","E",7132,1109910.26212833,1053.52278671528,6741.86111111111,0.568940653350949,943.708920187793
"481","BLR","DEL","9W","E",819,1325381.04725966,1151.25194777671,6427.01886792453,0.222564615385681,581.577717879605
"482","BLR","DEL","AI","M",803,778343.970925079,882.238046632018,6715.80672268908,0.0470941485342261,85.3149664929263
"483","BLR","DEL","AI","M",506,1727074.30501931,1314.18199082901,7078.03571428571,0.282133593813542,753.854568854569
"484","BLR","DEL","AI","E",504,2097037.65080946,1448.11520633183,7496.78181818182,0.212645093876388,651.419178082192
"485","BLR","DEL","AI","E",88,23389175.6936709,4836.2356945946,9920.45,-0.246168611124727,-2578.87658227848
"486","BLR","DEL","UK","M",889,1132963.16704571,1064.40742530561,6710.84666666667,-0.419849333343998,-926.002586399108
"487","BLR","DEL","UK","E",813,12273072.3341465,3503.29449720496,9157.77714285714,-0.116973187660868,-867.79618501842
"488","BOM","DEL","9W","M",332,1550179.77573222,1245.06215737698,5750.2,-0.379612254165425,-906.379916317992
"489","BOM","DEL","9W","M",302,3118693.89220246,1765.98241559832,5957.11627906977,-0.305137804870439,-1328.41121751026
"490","BOM","DEL","9W","E",356,239136.333333333,489.015678003613,5198.5,1,282.333333333333
"491","BOM","DEL","9W","E",384,208727.319156997,456.866850577931,4784.08737864078,-0.509928078297313,-454.171773620649
"492","BOM","DEL","9W","E",334,131164.431578947,362.166303759678,4921.7,-0.348806324600651,-290.968421052632
